Subject,time,L_P,R_P,Event
Subject_1,1.0,3.60120874304106,3.12179461167917,Fixation
Subject_1,4.33333333333333,3.64168648278846,3.15688371615849,
Subject_1,7.66666666666667,3.63477062169498,3.15088853525194,
Subject_1,11.0,3.56156300632133,3.08742674908113,
Subject_1,14.3333333333333,3.56553961306729,3.0908739665012,
Subject_1,17.6666666666667,3.58064686618293,3.10397005304847,
Subject_1,21.0,3.55664544857044,3.08316384559934,
Subject_1,24.3333333333333,3.64529445361751,3.16001137264743,
Subject_1,27.6666666666667,3.63898251296854,3.15453971473666,
Subject_1,31.0,3.5389010511659,3.06778168695274,
Subject_1,34.3333333333333,3.53161740998058,3.06146768700767,
Subject_1,37.6666666666667,3.60404501122791,3.12425329912963,
Subject_1,41.0,3.527360059505,3.05777710011782,
Subject_1,44.3333333333333,3.55624431105931,3.08281610987778,
Subject_1,47.6666666666667,3.58370645600736,3.10662233224398,
Subject_1,51.0,3.56954785735434,3.09434860968643,
Subject_1,54.3333333333333,3.63930622028712,3.15482032822924,
Subject_1,57.6666666666667,3.56614375486674,3.09139768138383,
Subject_1,61.0,3.59835938053738,3.11932457310451,
Subject_1,64.3333333333333,3.53718324321818,3.06629256372281,
Subject_1,67.6666666666667,3.55955361110967,3.08568485640229,
Subject_1,71.0,3.502092520062,3.03587332443807,
Subject_1,74.3333333333333,3.53194466006968,3.06175137163629,
Subject_1,77.6666666666667,3.5652360413312,3.09061080802369,
Subject_1,81.0,3.60251120647461,3.12292368350447,
Subject_1,84.3333333333333,3.56641264732529,3.0916307772936,
Subject_1,87.6666666666667,3.52990879330582,3.05998653145428,
Subject_1,91.0,3.54386342244583,3.07208343812248,
Subject_1,94.3333333333333,3.53686829256963,3.06601954116074,
Subject_1,97.6666666666667,3.51961431978074,3.05106251891466,
Subject_1,101.0,3.53046393389678,3.06046776845808,
Subject_1,104.333333333333,3.61094628406039,3.13023583385044,
Subject_1,107.666666666667,3.56702122366397,3.09215833636347,
Subject_1,111.0,3.45583829560363,2.99577673493584,
Subject_1,114.333333333333,3.53664598682728,3.06582683006896,
Subject_1,117.666666666667,3.56325634136456,3.08889465738384,
Subject_1,121.0,3.57171678963756,3.09622880092164,
Subject_1,124.333333333333,3.59422984814183,3.11574478839859,
Subject_1,127.666666666667,3.59582197374321,3.11712496085682,
Subject_1,131.0,3.61967535211445,3.13780283692095,
Subject_1,134.333333333333,3.59483618576814,3.11627040678667,
Subject_1,137.666666666667,3.53571349254204,3.06501847491856,
Subject_1,141.0,3.61368813325545,3.13261267192175,
Subject_1,144.333333333333,3.5152441408517,3.04727412396003,
Subject_1,147.666666666667,3.60144648870157,3.12200070723622,
Subject_1,151.0,3.61413679172344,3.13300160233034,
Subject_1,154.333333333333,3.59367949926543,3.11526770520806,
Subject_1,157.666666666667,3.63487055631111,3.15097516598302,
Subject_1,161.0,3.6029420499958,3.12329717059696,
Subject_1,164.333333333333,3.57716680763834,3.10095328040683,
Subject_1,167.666666666667,3.53637009059525,3.06558766276931,
Subject_1,171.0,3.54066335479452,3.0693093823363,
Subject_1,174.333333333333,3.59927917268564,3.12012191710126,
Subject_1,177.666666666667,3.63438730043081,3.15055624397354,
Subject_1,181.0,3.62472132912443,3.14217706373324,
Subject_1,184.333333333333,3.54823408258512,3.07587225022583,
Subject_1,187.666666666667,3.5873003586803,3.10973779341267,
Subject_1,191.0,3.5723131879108,3.09674580314191,
Subject_1,194.333333333333,3.6036204960877,3.12388529794674,
