Subject,time,L_P,R_P,Event
Subject_2,1.0,3.50308061522805,3.55827966144823,Fixation
Subject_2,4.33333333333333,3.58946022282488,3.6460203773026,
Subject_2,7.66666666666667,3.52951694622963,3.58513255730148,
Subject_2,11.0,3.54341485234474,3.59924945671029,
Subject_2,14.3333333333333,3.52726464488373,3.58284476579713,
Subject_2,17.6666666666667,3.53473106736663,3.59042883884107,
Subject_2,21.0,3.56544537621196,3.62162712186221,
Subject_2,24.3333333333333,3.51038901208419,3.56570321881027,
Subject_2,27.6666666666667,3.55860492546641,3.61467888417187,
Subject_2,31.0,3.59340842286307,3.65003079026146,
Subject_2,34.3333333333333,3.49552196214879,3.55060190450397,
Subject_2,37.6666666666667,3.556539940893,3.61258136104413,
Subject_2,41.0,3.54923391219222,3.60516020915316,
Subject_2,44.3333333333333,3.53780840996395,3.59355467200852,
Subject_2,47.6666666666667,3.54574068973985,3.60161194299247,
Subject_2,51.0,3.48361543594598,3.53850776375203,
Subject_2,54.3333333333333,3.55854966431254,3.61462275225214,
Subject_2,57.6666666666667,3.54100209366137,3.59679867949617,
Subject_2,61.0,3.62164676251177,3.67871408952903,
Subject_2,64.3333333333333,3.5638265962854,3.61998283435595,
Subject_2,67.6666666666667,3.48269028821665,3.53756803820452,
Subject_2,71.0,3.53623708299515,3.59195858518989,
Subject_2,74.3333333333333,3.539391437629,3.59516264389463,
Subject_2,77.6666666666667,3.51258669042894,3.56793552660317,
Subject_2,81.0,3.52364799794428,3.57917113031431,
Subject_2,84.3333333333333,3.56004915691928,3.61614587279406,
Subject_2,87.6666666666667,3.56290312216901,3.61904480879298,
Subject_2,91.0,3.49380825010955,3.5488611890125,
Subject_2,94.3333333333333,3.52515557924703,3.58070246700814,
Subject_2,97.6666666666667,3.5518050961421,3.60777190798616,
Subject_2,101.0,3.56118803072227,3.61730269215829,
Subject_2,104.333333333333,3.55174341617082,3.60770925610587,
Subject_2,107.666666666667,3.57001750133082,3.62627129126822,
Subject_2,111.0,3.51890526657298,3.57435366636419,
Subject_2,114.333333333333,3.56635403313074,3.62255009674873,
Subject_2,117.666666666667,3.52039818475228,3.57587010888353,
Subject_2,121.0,3.50266527510323,3.55785777668992,
Subject_2,124.333333333333,3.51589088103825,3.57129178229182,
Subject_2,127.666666666667,3.48334627772423,3.53823436432696,
Subject_2,131.0,3.55930444341368,3.61538942462411,
Subject_2,134.333333333333,3.52531288910327,3.58086225564091,
Subject_2,137.666666666667,3.54143911111271,3.59724258315686,
Subject_2,141.0,3.5655288523873,3.62171191339559,
Subject_2,144.333333333333,3.52624223453253,3.58180624503271,
Subject_2,147.666666666667,3.58887469749566,3.64542562568279,
Subject_2,151.0,3.50199239250869,3.55717429129129,
Subject_2,154.333333333333,3.46953882395698,3.52420934254961,
Subject_2,157.666666666667,3.52528030451016,3.58082915760302,
Subject_2,161.0,3.54271540547209,3.5985389884526,
Subject_2,164.333333333333,3.52405853142803,3.57958813269194,
Subject_2,167.666666666667,3.5204926900528,3.57596610333118,
Subject_2,171.0,3.49368014865512,3.5487310690267,
Subject_2,174.333333333333,3.5446439299285,3.60049790122213,
Subject_2,177.666666666667,3.50191594882015,3.55709664305762,
Subject_2,181.0,3.50956221815179,3.56486339684869,
Subject_2,184.333333333333,3.54077020136519,3.59656313320655,
Subject_2,187.666666666667,3.57842011831197,3.63480631069569,
Subject_2,191.0,3.5491059667864,3.60503024767487,
Subject_2,194.333333333333,3.55911240171678,3.6151943568711,
Subject_2,197.666666666667,3.53268509887238,3.5883506314343,
Subject_2,201.0,3.55157657148586,3.60753978240135,
Subject_2,204.333333333333,3.53595900810275,3.59167612859163,
Subject_2,207.666666666667,3.56276811606759,3.61890767536169,
Subject_2,211.0,3.55085902490394,3.60681092923209,
Subject_2,214.333333333333,3.53893665425662,3.59470069437018,
Subject_2,217.666666666667,3.52372755685769,3.57925194286034,
Subject_2,221.0,3.57234004630384,3.62863043324868,
Subject_2,224.333333333333,3.55213338726557,3.60810537208704,
Subject_2,227.666666666667,3.5430502004927,3.5988790589344,
Subject_2,231.0,3.54581913755463,3.60169162693197,
Subject_2,234.333333333333,3.54158814558402,3.59739396600709,
Subject_2,237.666666666667,3.52944726894656,3.58506178209347,
Subject_2,241.0,3.55619204826751,3.61222798657474,
Subject_2,244.333333333333,3.50459080727328,3.55981365002276,
Subject_2,247.666666666667,3.56416397824934,3.62032553254429,
Subject_2,251.0,3.51583181468041,3.57123178520844,
Subject_2,254.333333333333,3.52696800846495,3.5825434551932,
Subject_2,257.666666666667,3.56425666660174,3.62041968141364,
Subject_2,261.0,3.52862408036903,3.58422562229737,
Subject_2,264.333333333333,3.46859698601751,3.52325266379953,
Subject_2,267.666666666667,3.59215378351848,3.64875638120478,
