Subject,time,L_P,R_P,Event
Subject_4,1.0,3.55565891138006,3.32414016592081,Fixation
Subject_4,4.33333333333333,3.53312076469894,3.30306954004937,
Subject_4,7.66666666666667,3.57289802035994,3.34025678903145,
Subject_4,11.0,3.57116655365484,3.33863806289269,
Subject_4,14.3333333333333,3.5470487404038,3.31609062689275,
Subject_4,17.6666666666667,3.61703963978537,3.38152422603201,
Subject_4,21.0,3.57607694508751,3.34322872521395,
Subject_4,24.3333333333333,3.54828298547538,3.31724450686811,
Subject_4,27.6666666666667,3.57182273580475,3.33925151921542,
Subject_4,31.0,3.60867978253313,3.37370870211193,
Subject_4,34.3333333333333,3.60033977764217,3.36591173791121,
Subject_4,37.6666666666667,3.55575346563736,3.32422856348997,
Subject_4,41.0,3.57306560008341,3.34041345717754,
Subject_4,44.3333333333333,3.58103251564178,3.34786162491976,
Subject_4,47.6666666666667,3.6307052735358,3.3943000527282,
Subject_4,51.0,3.55742470887782,3.32579098747976,
Subject_4,54.3333333333333,3.52671051299966,3.29707667749469,
Subject_4,57.6666666666667,3.68359709560468,3.44374794257646,
Subject_4,61.0,3.60230348632231,3.36774758411033,
Subject_4,64.3333333333333,3.60414714938488,3.3694712011927,
Subject_4,67.6666666666667,3.59492688340189,3.36085129212424,
Subject_4,71.0,3.64080222353325,3.40373956250019,
Subject_4,74.3333333333333,3.64323657570459,3.40601540729646,
Subject_4,77.6666666666667,3.6548225926469,3.41684702676302,
Subject_4,81.0,3.65154765494412,3.41378532927458,
Subject_4,84.3333333333333,3.64622637373232,3.40881053133947,
Subject_4,87.6666666666667,3.61661398351822,3.38112628541685,
Subject_4,91.0,3.66884114247588,3.42995279019982,
Subject_4,94.3333333333333,3.63653635416238,3.39975145563401,
Subject_4,97.6666666666667,3.64413030655238,3.40685094486704,
Subject_4,101.0,3.63951718457099,3.40253819596429,
Subject_4,104.333333333333,3.61716735456549,3.38164362495102,
Subject_4,107.666666666667,3.63390120799274,3.39728789108974,
Subject_4,111.0,3.66853093577347,3.42966278191023,
Subject_4,114.333333333333,3.67308886581058,3.43392393256822,
Subject_4,117.666666666667,3.64375082197498,3.40649616957573,
Subject_4,121.0,3.66354807106601,3.42500436524872,
Subject_4,124.333333333333,3.6332145765807,3.3966459681402,
Subject_4,127.666666666667,3.63141867589417,3.39496700349402,
Subject_4,131.0,3.63534422284035,3.39863694726597,
Subject_4,134.333333333333,3.58267910004705,3.34940099567904,
Subject_4,137.666666666667,3.65081047689689,3.4130961509205,
Subject_4,141.0,3.63905950439479,3.402110316605,
Subject_4,144.333333333333,3.63082042317115,3.39440770465363,
Subject_4,147.666666666667,3.59003888167687,3.35628156165509,
Subject_4,151.0,3.62690841670464,3.39075041970342,
Subject_4,154.333333333333,3.64578868914827,3.40840134560425,
Subject_4,157.666666666667,3.59859467607362,3.36428026471251,
Subject_4,161.0,3.6365864012839,3.39979824404959,
Subject_4,164.333333333333,3.67372863003299,3.43452203997994,
Subject_4,167.666666666667,3.66511783712682,3.42647191951753,
Subject_4,171.0,3.6418169291653,3.40468819785363,
Subject_4,174.333333333333,3.61899767182821,3.38335476521532,
Subject_4,177.666666666667,3.65246295128736,3.41464102815182,
Subject_4,181.0,3.6522355615153,3.41442844435414,
Subject_4,184.333333333333,3.68758538046638,3.44747653922545,
Subject_4,187.666666666667,3.62381906464166,3.3878622238626,
Subject_4,191.0,3.62781083404848,3.39159407816838,
Subject_4,194.333333333333,3.65994124849833,3.42163239283309,
Subject_4,197.666666666667,3.60922121567168,3.3742148810475,
Subject_4,201.0,3.62297752426219,3.38707547849519,
Subject_4,204.333333333333,3.67434115880195,3.4350946853136,
Subject_4,207.666666666667,3.67888728931315,3.43934480474531,
Subject_4,211.0,3.64023073350609,3.40320528376282,
