Subject,time,L_P,R_P,Event
Subject_6,1.0,3.49668231614421,3.31586414597327,Fixation
Subject_6,4.33333333333333,3.46006147621108,3.28113701918538,
Subject_6,7.66666666666667,3.46183149846008,3.28281551119077,
Subject_6,11.0,3.53460037000561,3.35182140600333,
Subject_6,14.3333333333333,3.54629163831656,3.36290810302302,
Subject_6,17.6666666666667,3.55563017675799,3.3717637330157,
Subject_6,21.0,3.54687415083389,3.36346049303051,
Subject_6,24.3333333333333,3.56262308053471,3.37839502428355,
Subject_6,27.6666666666667,3.52913639135363,3.34663997707488,
Subject_6,31.0,3.51701949120004,3.33514965821058,
Subject_6,34.3333333333333,3.51995918781854,3.3379373391424,
Subject_6,37.6666666666667,3.48094510644443,3.30094072866417,
Subject_6,41.0,3.5403223263091,3.35724747221013,
Subject_6,44.3333333333333,3.59294328496533,3.40714732994938,
Subject_6,47.6666666666667,3.58023610777817,3.39509725807499,
Subject_6,51.0,3.5272152765225,3.34481820568906,
Subject_6,54.3333333333333,3.57349707220928,3.38870670714672,
Subject_6,57.6666666666667,3.53489328940197,3.35209917814166,
Subject_6,61.0,3.52947415506942,3.34696027457226,
Subject_6,64.3333333333333,3.55382742908382,3.37005420786112,
Subject_6,67.6666666666667,3.50774487287895,3.3263546429424,
Subject_6,71.0,3.54600749950724,3.3626386574157,
Subject_6,74.3333333333333,3.55024861664332,3.36666046065057,
Subject_6,77.6666666666667,3.52698187504039,3.34459687371315,
Subject_6,81.0,3.5259042208943,3.34357494651998,
Subject_6,84.3333333333333,3.54386880292324,3.36061055572362,
Subject_6,87.6666666666667,3.57101614554049,3.38635407255024,
Subject_6,91.0,3.53628441109676,3.35341836305278,
Subject_6,94.3333333333333,3.52067109281387,3.3386124305679,
Subject_6,97.6666666666667,3.61522248686548,3.42827444419723,
Subject_6,101.0,3.54281485238186,3.35961110638971,
Subject_6,104.333333333333,3.55956172115026,3.3754919719319,
Subject_6,107.666666666667,3.57975954925666,3.39464534303894,
Subject_6,111.0,3.54830800044693,3.36482019634146,
Subject_6,114.333333333333,3.59920351710544,3.41308383702153,
Subject_6,117.666666666667,3.59777974995936,3.41173369479954,
